fname,text,label
178660.txt,"
In article <visser.735260518@convex.convex.com> visser@convex.com (Lance Visser) writes:

>	Attorney General Vampira tells us that todays events were suppose
>to ""save"" those in the compound.  Blowing holes in a building and
>gassing those inside was supposed to ""save"" them?

  Well it may not have saved them (but they were Xians so they were
  already ""saved"").  But it did save the taxpayers the expense of a 
  nasty trial (there's a budget deficit on, you know!).  Not to mention
  the costs of extending the seige any longer.  And it saved the local
  fire depratment the trouble of having to be on station when the feds
  started their little action.  And it saved the BATF/FBI the embarrassment
  of a lot of nasty testimony and accusations by BD's.   And let's not 
  forget how it saves future job-seekers and college-admission-seekers 
  from having to compete with all those kids in the compound who won't
  be growing up to work or go to school.   <sarcasm mode off>

  But it doesn't save you guys on the net from having to hear me say,
  ""I told you so!""    Whether Koresh started the fire or the feds did
  the bottom line is the same:  there's a whole lot of dead children 
  who would be alive today if they had been released back when we were
  debating this a few weeks ago.


---peter





",politics
54841.txt,"Message-ID: <1r4amnINNfic@gap.caltech.edu>
NNTP-Posting-Host: sandman.caltech.edu
Keywords: waco, branch davidians

I just read a clari article about how, among the other weapons
the BD had purched, they had two ""Barrett 50-caliber armor-piercing
rifles.""  How the hell do you use an armor-piercing rifle?  Run
up to a tank and try to stab it?

Once again, ignorance prevails amongst the media . . .

aaron
arc@cco.caltech.edu

",politics
15481.txt,"Message-ID: <1r0nov$p3e@access.digex.net>
References: <1993Apr19.003710.20736@ncar.ucar.edu> <1993Apr19.074205.9881@news.weeg.uiowa.edu> <1qu0mt$mlh@access.digex.net> <930419.205122.1b6.rusnews.w165w@metatron.UUCP>
NNTP-Posting-Host: access.digex.net

> > >As a flaming libertarian paranoid extremist (:-), I'at a loss for
> > >specific objections that don't sound frighteningly technical.
> >
> >  The idea that foisting the Cripple Chip standard on US manufacturers would
> >result in saying ""Sayonara"" to yet another high-tech market isn't technical,
> >isn't in the least difficult to understand, and plays on a concern lots of
> >people are worried about already....     
>
>  Could you expand on this...?


  Simple -- if you have a choice between:

 1. American manufacturers peddling Cripple Chips with a secret untested
     algorithm whose keys are held by people with a history of untrustworthy
     behavoir, or

 2. Japanese (to pick the obvious example) manufacturers peddling encryption
     chips with an algorithm that has faced public scrutiny and keys under
     the control of the user,

which would you choose?  At most, the American government can deny this
choice to American citizens (and probably not that, if the glorious success
of the War on Drugs is any example); it can't do much about the global market.
",crime
58837.txt,"
Can anyone help me find any information on the drug Prozac?  I am writing
a report on the inventors , Eli Lilly and Co., and the product.  I need as
much help as I can get.   Thanks a lot, Adriana Gilmete.
",science
15249.txt,"

Here's a simple way to convert the Clipper proposal to an unexceptionable
one: Make it voluntary.

That is--you get high quality secure NSA classified technology if you agree
to escrow your key. Otherwise you are on your own.

David

-- 
David Sternlight         Great care has been taken to ensure the accuracy of
                         our information, errors and omissions excepted.  


",entertainment
15339.txt,"

In article <1qovj8$74m@ni.umd.edu> louie@sayshell.umd.edu (Louis A. Mamakos) writes:

   In article <tcmayC5M2xv.JEx@netcom.com> tcmay@netcom.com (Timothy C. May) writes:

   >But is it any worse than the current unsecure system? It becomes much
   >worse, of course, if the government then uses this ""Clinton Clipper""
   >to argue for restrictions on unapproved encryption. (This is the main
   >concern of most of us, I think. The camel's nose in the tent, etc.)

   Excuse me?  This has *already* happened.  There's a couple of humps in
   the tent already.  Ask the folks at Qualcomm what became of the
   non-trivial encryption scheme they proposed for use in their CDMA
   digitial cellular phone standard?  There *already* are restrictions in
   place.

You have it slightly wrong. They dumped the encryption system because
they could not export it -- not because they could not produce it for
U.S. use. There are no legal restraints on citizen use of strong
cryptography -- yet.
--
Perry Metzger		pmetzger@shearson.com
--
Laissez faire, laissez passer. Le monde va de lui meme.
",entertainment
52762.txt,"
I want to convert a 500 Volt sinewave with frequency between 1 kHz
and 10 kHz, to a 10 Volt sinewave with the same frequency, by
means of a transformer. The secondary current will be .6 A (600 mA).

What kind of transformer should I use (ferrite?)
Can I buy one? If so, I need a partnumber and supplier
If I cannot buy one, how do I go about winding one myself?
What core do I use, how big must it be in order not to saturate,
what thickness copper wire, how many turns, etc.?

I know little about analog electronics, so I hope some kind
soul here will help me out.
Pointers to relevant databooks will also be highly appreciated.

Thanks,

Mark de Rooi
rooi@tpd.tno.nl
",crime
61247.txt,"
David Fuzzy Wells (wdwells@nyx.cs.du.edu) wrote:

: I love the idea of an inflatable 1-mile long sign.... It will be a
: really neat thing to see it explode when a bolt  (or even better, a
: Westford Needle!) comes crashing into it at 10 clicks a sec.  

: <BOOM!>  Whooooooooshhhhhh......  <sputter, sputter>

: <okay, PRETEND it would make a sound!>
                 ^^^^^^^^^^^^^^^^^^^^^

Just a thought... (let's pretend it IS INFLATED and PRESSURIZED) wouldn't
there be a large static electricity build up around the puncture?
If the metalization is behind a clear sandwich (ie. insulated) then the 
deflating balloon would generate electrical interference - ""noise""

By the way, any serious high velocity impact would simply cut a ""Bugs
Bunny"" hole through the wall, highly unlikely to ""BOOM"", and the fabric
would almost certainly be ripstop.


Regards,  Robin Kenny - a private and personal opinion, not in any way
                        endorsed, authorised or known by my employers.
 ______________________________________________________________________
   What the heck would I know about Space? I'm stuck at the 
   bottom of this huge gravity well!
",science
76101.txt,"

From Israeline 4/16

Two Arabs Killed and Eight IDF Soldiers Wounded in West Bank Car
Bomb Explosion
 
Israel Defense Forces Radio, GALEI ZAHAL, reports today that a car
bomb explosion in the West Bank today killed two Palestinians and
wounded eight IDF soldiers. The blast is believed to be the work of
a suicide bomber. Radio reports said a car packed with butane gas
exploded between two parked buses, one belonging to the IDF and the
other civilian. Both busses went up in flames. The blast killed an
Arab man who worked at a nearby snack bar in the Mehola settlement.
An Israel Radio report stated that the other man who was killed may
have been the one who set off the bomb. According to officials at
the Haemek Hospital in Afula, the eight IDF soldiers injured in the
blast suffered light to moderate injuries.



The Arab that was killed was a probably from the Mossad so it is not count 
as a murder.


Naftaly


-----


Naftaly Stramer 			 | Intergraph Electronics
Internet: nstramer@dazixco.ingr.com      | 6101 Lookout Road, Suite A    
Voice: (303)581-2370  FAX: (303)581-9972 | Boulder, CO 80301
""Quality is everybody's job, and it's everybody's job to watch all that they can.""
",politics
15408.txt,"
rlward1@afterlife.ncsc.mil (Robert Ward) writes:

> >and since the US constitutions guarantees the right to every American
> >to bear arms, why is not every American entitled, as a matter of

> Have you read the applicable part of the Constitution and interpreted it IN 
> CONTEXT? 

Yes. BTW, the appropriate Amendments were posted here some time ago.

> If not, please do so before posting this misinterpretation again.
> It refers to the right of the people to organize a militia, not for individual
> to carry handguns, grenades, and assault rifles.  

It's OK, it's OK... Just a month ago I expressed my belief that the
right to have a means to shoot your neighbor is not that much
necessary to ensure a people's right to be free and got flamed by lots
of American gun supporters. So I thought that...

Never mind. The new Cripple Chip is a purely American problem, so deal
with the mess yourselves. I just wanted to share with you a bit of my
experience of living 30 years under a totalitarian regime (I'm
Bulgarian) - because I thought that it might be useful to you. Oh
well.

Regards,
Vesselin
-- 
Vesselin Vladimirov Bontchev          Virus Test Center, University of Hamburg
Tel.:+49-40-54715-224, Fax: +49-40-54715-226      Fachbereich Informatik - AGN
< PGP 2.2 public key available on request. > Vogt-Koelln-Strasse 30, rm. 107 C
e-mail: bontchev@fbihh.informatik.uni-hamburg.de    D-2000 Hamburg 54, Germany
",crime
58577.txt,"Approved: news-answers-request@MIT.Edu
Expires: 22 May 1993 04:18:16 GMT
Message-ID: <typing-injury-faq/changes_734674696@cs.berkeley.edu>
Reply-To: Dan Wallach <dwallach@cs.berkeley.edu>
NNTP-Posting-Host: elmer-fudd.cs.berkeley.edu
Summary: what's new and happening with Dan's FAQ and ftp archive
Originator: dwallach@elmer-fudd.cs.berkeley.edu

Archive-name: typing-injury-faq/changes
Version: $Revision: 1.3 $ $Date: 1993/04/13 04:12:33 $

This file details changes to the soda.berkeley.edu archive and summarizes
what's new in the various FAQ (frequently asked questions) documents.
This will be posted monthly, along with the full FAQ to the various net
groups.  The various mailing lists will either receive the full FAQ
every month, or every third month, but will always get this file, once
per month.  Phew!

============================================================================
Changes to the Typing Injuries FAQ and soda.berkeley.edu archive, this month
============================================================================

a few new files on the soda.berkeley.edu archive
    the TidBITS ""Caring for your wrists"" document
    RSI Network #11
    Advice about ""adverse mechanical tension""
    More details about the new Apple keyboard
    more info about carpal tunnel syndrome (carpal.explained)
    more general info about RSI (rsi.details, rsi.physical)

    marketing info on the Vertical
    MacWeek article the Bat

new details on hooking a normal PC keyboard to an RS/6000

updated pricing info on the DataHand and Comfort

Half-QWERTY now available for anonymous ftp on explorer.dgp.toronto.edu

new GIF picutures!
    The Apple Adjustable Keyboard
    The Key Tronic FlexPro
    another picture of the Kinesis
    The Vertical
    The Tony!

============================================================================

If you'd like to receive a copy of the FAQ and you didn't find it in the
same place you found this document, you can either send e-mail to 
dwallach@cs.berkeley.edu, or you can anonymous ftp to soda.berkeley.edu
(128.32.149.19) and look in the pub/typing-injury directory.

Enjoy!

-- 
Dan Wallach               ""One of the most attractive features of a Connection
dwallach@cs.berkeley.edu  Machine is the array of blinking lights on the faces
Office#: 510-642-9585     of its cabinet."" -- CM Paris Ref. Manual, v6.0, p48.
",science
16019.txt,"Message-ID: <PATL.93Apr26140527@golem.mit.edu>
References: <1r60ue$102@access.digex.net>
NNTP-Posting-Host: golem.mit.edu
In-reply-to: steve-b@access.digex.com's message of 22 Apr 1993 07:52:46 -0400


>>>>> In article <1r60ue$102@access.digex.net>,
>>>>> steve-b@access.digex.com (Steve Brinich) writes:

 > Second question: Why!?!? Why is such a strange procedure used, and
 >not a real RNG ? This turns those S1,S2 in a kind of bottleneck for
 >system- security.

	>> The only theory that makes any sense is that S1 and S2 are
	>> either the same for all chips, or vary among very few
	>> possibilities, so that anyone trying to break the encryption
	>> by brute force need only plow through the possible serial
	>> numbers (2^30, about one billion), multiplied by the number
	>> of different S1, S2 combinations.


Suppose instead that S1 and S2 can be reconstructed given 3 or 4 of the
unit keys generated in a single batch (through some sort of known
plaintext attack, say).  Suppose further that 3 or 4 of the chips
programmed in each session never find their way into commercial
products, but instead end up ""elsewhere"".

Suppose the folks at ""elsewhere"" can determine a unit key, given
physical access to one of these chips.  Then those same folks can
determine S1 and S2 for the whole batch...

Too many suppositions?  Yeah, probably.

- Pat



",science
15486.txt,"
	From: brad@clarinet.com (Brad Templeton)

	Let's assume, for the moment, that the system really is secure unless
	you get both halves of the encryption key from the two independent
	escrow houses.  Let's say you even trust the escrow houses -- one is
	the ACLU and the other is the EFF.  (And I'm not entirely joking about
	those two names)

I'm really not entirely sure I trust EFF any more to be honest.

Anyway, any organisation can be deeply infiltrated.  Look at CND in Britain
a dozen years ago - one of their top members was an SIS spy who stole their
complete address list.  How hard would it be to get one person to sneak in
and copy the escrow data to disk?

G
",entertainment
58971.txt,"
In article <1993Apr12.204033.126645@zeus.calpoly.edu> dfield@flute.calpoly.edu (InfoSpunj (Dan Field)) writes:
>I've been invited to spend a couple weeks this summer rafting down the
>Mississippi.  My journey partners want to live off of river water and
>catfish along the route.  Should I have any concerns about pollution or
>health risks in doing this?

You'd have to purify the river water first.  I'm not sure how practical
that is with the Mississippi.  You'd better check with health agencies
along the way to see if there are toxic chemicals in the river.  If
it is just microorganisms, those can be filtered or killed, but you
may need activated charcoal or other means to purify from chemicals.
Better be same than sorry.  Obviously, drinking the river without
processing it is likely to make you sick from bacteria and parasites.
-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" 
----------------------------------------------------------------------------
",science
15391.txt,"
Danny Weitzner <djw@eff.org> writes:





>April 16, 1993

>INITIAL EFF ANALYSIS OF CLINTON PRIVACY AND SECURITY PROPOSAL

>DETAILS OF THE PROPOSAL:

>ESCROW

>The 80-bit key will be divided between two escrow agents, each of whom
>hold 40-bits of each key.  The manufacturer of the communications device
>would be required to register all keys with the two independent escrow
>agents.  A key is tied to the device, however, not the person using it.

So if we subvert one of the two escrow agents, we only have a 40-bit
space to search through...

2^40 doesn't sound that big - is digital telephony subject to a known
plaintext attack?

In which case half the key seems to be all that is needed, and the two
agent escrow arrangement is pointless. 

Of course, the unknown algorithm might turn gaps in speech into 
pseudo-random sequences, or there might be some magic involved, or...
-- 
-- Mike -- <bell@promis.com>
",entertainment
15956.txt,"
In article <1rcboi$j4a@access.digex.net> steve-b@access.digex.com
(Steve Brinich) writes: 
[...]
>  FEDS: We need the keys to Joe Blow's phone.
>
>  ESCROW AGENT: Joe Blow?  You have a warrant to tap his line?
>
>  FEDS: Well, no, but we have a warrant to tap Carlos ""Slime-Devil"" Gonzales'
>     line, and our tap shows that Mr. Gonzales is using Mr. Blow's phone.
>
>  ESCROW AGENT: Well, OK....

No no no no no no no.

It will go like this:

FEDS: We need the key to phone 334RE67D99.

ESCROW: You have a warrant to tap the line phone 334RE67D99 is on?

FEDS: Yes.

ESCROW: Fine, here is our key.

What happens is, Feds tap a line; find Clipper is being used; extract
serial number; get key; decipher convo.  The serial number is never
registered to a specific owner, it is _sent_ as part of the
conversation.  If I give you my Clipper phone, you do not need to
re-register it (mainly because it was never 'registered' to me in the
first place).

There are a lot of things that bother me about Clipper, but this is
not one of them.  Let's get our facts straight and not waste effort
demolishing straw men.

	RA

rogue@cs.neu.edu (Rogue Agent/SoD!)
-----------------------------------
The NSA is now funding research not only in cryptography, but in all areas
of advanced mathematics. If you'd like a circular describing these new
research opportunities, just pick up your phone, call your mother, and
ask for one.
",science
59493.txt,"NNTP-Posting-Host: saltillo.cs.utexas.edu

-*----
In article <1993Apr28.081953.21043@nmt.edu> msnyder@nmt.edu (Rebecca Snyder) writes:
> Does anyone know how posionous centipedes and millipedes are? ...

The millipede's around here (Austin) have no sting.  Some of the
centipedes do.  The question Rebecca Snyder asks is much like
asking ""How venomous are snakes?""  One either wants to ask ""which
snake?"" or point to some reference on the many different species
of snake.  Similarly, there are many different species of
millipede and centipede.  (These are different families;
millipedes have two pairs of legs per body segment, while
centipedes have but one pair.)

Sorry if this information is not useful.

Russell
",science
15329.txt,"
In article <1993Apr17.061326.16130@clarinet.com> brad@clarinet.com (Brad Templeton) writes:
>In article <tcmayC5M2xv.JEx@netcom.com> tcmay@netcom.com (Timothy C. May) writes:
>>Getting the court order to reveal the key *also* makes decipherable
>>all *past* conversations (which may be on tape, or disk, or whatver),
>>as I understand the proposal. I could be wrong, but I've seen no
>>mention of ""session keys"" being the escrowed entities.
>
>True in theory.  In practice?  The technology of cellular phones will
>probably be spread spectrum and quite difficult to record the crypttext
>without the key.  If the frequency path depends on they key, as I
>understand it to, it *could* be made effectively impossible to record.

I am not an expert in the cryptography science, but some basic things
seem evident to me, things which this Clinton Clipper do not address.
The all pertain to opportunites for abuse, and conclusions based on what
I have seen the membership of this group (except for two notable persons)
agree to.  If anything bad is possible by the government in theory, it
almost always ends up happening in fact.  So the key is to make abuse
IMPOSSIBLE.  Question authority, and remember power DOES corrupt.

I think one has to regard this whole idea in the sense that it WILL be
expanded to include other data forms, such as data transfer and stored
data. and as such should be treated as if it were expanded (or such
expansion will be almost impossible to stop, using Clipper as a precident).
There was a hint of that in the proposal, remember.  That said, please
bear with me, I am not very articulate, so I take more words to say
what others could say much more briefly.  Thank you.

>Once it hits land you can record it if you have telco access.  The
>telco isn't supposed to give that without a warrant.  That's the rule
>today.

As I suggested this is NOW.  The hint is in the proposal that this or
similar proposals are being considered for other forms of encryptions
such as data transfer, data files, and such, largely dependent on how
this thing is accepted or flies.  I think one would be wise to treat
this in the manner one would when (not if) it gets expanded to other
areas than cellular phones.  I think this is guaranteed to happen, if
this proposal gets by.  Salami politics.  It has been and is used in
several other areas, it is certain to be used here.  Government is not
going to easily give up on the idea that they should be able to eavesedrop
whenever they want to.  'Court order required' has proven to be a rather
flimsy guarantee.  If the case warrants, they can always sieze the
material, and force one to give the key, or sit in jail forever on
periodically renewed contempt charges.  So it is not denying the justice
system the information, nor the ability to lock someone up if guilty
(or refuses to divulge the means to access the info - this is not
protected under the Fifth - one can be forced to perform ACTS that would
result in divulging incriminating evidence).  So, blocking restrictions
on private encryption is not preventing LEGITIMATE law enforcement - it
does make ILLEGITIMATE law enforcement a bunch more difficult.  Especially
fishing expeditions without the target's knowlege.  Don't give up the
right to be safe from that - that should be non-negotiable, and Clinton
and Co. know it (which is probably why they quietly developed this thing,
figuring if they get it this far, they can ram it on through).  How come
those consulted could be roughly described as ""us insiders""?  They cannot
quietely IMPLIMENT it though, when they ban other schemes to ensure its
exclusive use.  Hence the nice PR document to try and reassure everyone.
Don't buy into it.  Has government really earned that kind of trust,
past or future?  To be secure and free, one must keep government honest
and the only way to do that is to make abuse IMPOSSIBLE, not 'unlikely'
or 'difficult'.

>But even so, the evidence would not be admissible, I think, unless the
>judge so ordered.  I think that even interception of the crypttext
>without a warrant would be illegal.   Cops can't record today's plain
>cellular calls and then ask a judge, ""Hey, can we have permission to
>listen to those tapes?"" can they?

So what?  One could use information gained by re-use of the keys (saved
after the last case was finished) or other means (master key, backdoor,
easily broken algorithm) to find other evidence which, given to a judge,
would authorize a tap which wouldn't have been possible otherwise.  This
has been the more common manner of abuse of wiretaps in the past...  For
local cops, this might be workable to keep them honest, but the Feds
have a workaround somehow, BET on it.  Does anyone really believe
for example, that the government will use a scheme NSA cannot listen
in on scanning for keywords - either easily defeated in realtime or
via a 'master key'?  I sure don't.

This whole thing sounds like something to eliminate the need to use
old-fashioned police work to build a case.  In the past, eavesdropping
was rather easy (with or without a court order).  I think the Law
Enforcement community has become a bit spoiled, and will resist changes
that require them to revert to using old-fashioned detective work.  I
just find it somewhat surprising coming from a bunch that cares so much
about civil and individual rights, that ""puts people first"".  The question
is ""put people first"" to WHERE?

With the innards not being revealed, how is one to be sure there DOESN'T
exist a 'master key' for use by NSA, etc (so they can do their keyword
scan, etc on conversations they routinely monitor, without a specific
court order)?   Remember, the cellular phone limitiation is only TEMPORARY.
Bet on it.  And so far I have not heard about police telling people that
they have been tapped and nothing incriminating was found.  What is to
keep them from simply keeping the keys on file for 'next time'? After
awhile, they would have quite a collection.  Kept especially for folks
they deem 'disruptive'.  And if they get only one key, that would
reduce the search space a lot, unless it is an RSA scheme.  Remember
Nixon years?  Need for court orders really slowed them down, didn't it?

And unless the escrow accounts are not government controlled (fat chance!
I see one ending up being under, say Treasury, the other under Justice
:-)) it could be worth some serious bucks to some folks to get keys to
a competitor's Clinton Clipper (or descendent when this idea is expanded
to be used for all non-government encryption).  Enough bucks would get
one the keys or the innards for this algorithm.  Perhaps not an important
concern, but given past government behavior and the other problems...

>>worse, of course, if the government then uses this ""Clinton Clipper""
>>to argue for restrictions on unapproved encryption. (This is the main
>>concern of most of us, I think. The camel's nose in the tent, etc.)
>
>Yes, that is a major concern, but I think that they think they can
>win just by having 99.5% of the USA use this system.  They don't even
>have to care about the cautious .5% that's left.  They don't catch the
>really smart crooks anyway.   John Gotti, who would have to be retarded
>not to realize he was likely to be wiretapped, glibly chatted away
>on his tapped phone about murder plans.  That's why he's in jail now.
>Hard to believe, but true.

What will one do when it is expanded to data storage encryption?  You
can BET that if Clipper is accepted, that will be next on the agenda.
It is even hinted at in the proposal - read it carefully...  Expect the
argumet ""well, if you got nothing to hide...""  Fine. Then using that
argument, one should not object to video cameras being installed in
every room of one's home.  Granted - an exteme expansion of the idea but
the principle holds.  Private stuff should remain private, even from a
govt fishing expedition.  And laws/rules may change in the future as
to 'safeguards'.  When it comes to the Fed Government, safeguards are
pretty meaningless, if they want to do/get something.

Don't work so hard to give up some rather treasured rights, or establish
bad precidents, please.  The price could be hell to pay, later.

>This scheme can succeed without laws forbidding more, which people would
>fight a lot harder.  They like this enough that they are dropping the so
>called ""Digital Telephony"" proposal, according to rumours.  However the
>meaning of that is complex, since they still want to get at the crypttext
>on telco systems, and that requires a bit of work.

People would fight laws forbidding more NOW, but in, say two years,
because we have this 'crisis' situation which MUST be addressed by some
'drastic action', just this added reasonable restriction will only bother
those who have someting to hide... etc.  Please don't buy into it.

If the Clinton Clipper is so very good, why not make its algrithm public
so many people can exchange ideas and examine it, rather than a few
isolated 'respected experts' (respected by whom?  for what?  Perhaps a
certain professor who likes key banks would be one of the selected
experts... this does seem to expand on some ideas the person was
advocating, if I recall :-).  How would anybody know that what the
experts examine is the same as what will end up being used in the Clipper
Chip, if it is kept secret?   Perhaps the Clipper will use a crippled
version (with a 'master key' provision), or features not present in the
version subjected for study and evaluation by the experts.  And who
chooses the expertes?  The government?  No conflict of interest there...
:-)

And isn't it a REQUIREMENT for any decent encryption scheme that it NOT
have its effectiveness reduced by having the algrorithm widely known?
I was lead to believe that one should assume the other side has everything
you have, except for the key(s)... I recall ideas presented to this
group are rejected if a requirement exists the algorithm be secret...

Another question - since it is a safe bet this Clipper thing would not
be used for government security, they are regarding it as not real secure
but ""good enough"" for common folk.  I think I would like to see a full
description (not a PR non-statement) of just what ""good enough"" means?
I think when saying how strong it is, ""good enough"" really means ""not
very"".  The excuse that other countries have these restrictions is not
acceptable:  Other countries do not have our Bill of Rights and
Constitution (which the people, not the governments, of those other
countries often regard with envy - what we have as rights they have as
revokable privileges).  And if we expect to retain those rights and
protections, we must not allow them to be gutted because we just GOTTA
have this thing to 'fight crime'.  We have allready have our Bill of
Rights pretty much torn to shreds.  We should not permit more weakining
for yet another 'noble cause', instead we should be trying to repair
the damage.  Our crime problem may have a number of causes, but ""too
many rights and safeguards"" is not a signifigant one.  A broken court
system and poor police work are a much more signifigant cause as having
""too many rights"" (disregarding addressing the root causes for crime,
etc).

BTW - those who suggest that this is just an attack on Clinton, believe
this:  I would be going ballistic reagardless WHO seriously proposed
this thing.  It is just another step in a gradual erosion of our rights
under the Constitution or Bill of Rights.  The last couple of decades
have been a non-stop series of end-runs around the protections of the
Constitution.  It has to stop.  Now is as good a time as any, if it
isn't too late allready.

>-- 
>Brad Templeton, ClariNet Communications Corp. -- Sunnyvale, CA 408/296-0366


-- 
pat@rwing.uucp      [Without prejudice UCC 1-207]     (Pat Myrto) Seattle, WA
         If all else fails, try:       ...!uunet!pilchuck!rwing!pat
WISDOM: ""Only two things are infinite; the universe and human stupidity,
         and I am not sure about the former.""              - Albert Einstien
",entertainment
15522.txt,"
] gtoal@news.ibmpcug.co.uk (Graham Toal) writes:
] > Try reading between the lines David - there are *strong* hints in there 
] > that they're angling for NREN next,

] Where?  I honestly didn't see any...

Hint 1:

: Sophisticated encryption technology has been used for years to
: protect electronic funds transfer.  It is now being used to
: protect electronic mail and computer files.  While encryption
  ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Hint 2:

: This new technology will help companies protect proprietary
: information, protect the privacy of personal phone conversations
: and prevent unauthorized release of data transmitted
                                      ^^^^^^^^^^^^^^^^
: electronically.  At the same time this technology preserves the
  ^^^^^^^^^^^^^^ 
:      --   the privacy of our citizens, including the need to
:           employ voice or data encryption for business purposes;
                         ^^^^^^^^^^^^^^^^^^
:      --   the ability of authorized officials to access telephone
:           calls and data, under proper court or other legal
                  ^^^^^^^^
:           order, when necessary to protect our citizens;

VERY BIG HINT 3:

# The Administration is committed to working with the private
# sector to spur the development of a National Information
# Infrastructure which will use new telecommunications and computer
# technologies to give Americans unprecedented access to
# information.  This infrastructure of high-speed networks
# (""information superhighways"") will transmit video, images, HDTV
# programming, and huge data files as easily as today's telephone
# system transmits voice.

VERY BIG HINT 4: (See above)

## Since encryption technology will play an increasingly important
## role in that infrastructure, the Federal Government must act
## quickly to develop consistent, comprehensive policies regarding
## its use.

] > and the only conceivable meaning of 
] > applying this particular technology to a computer network is that they 
] > intend it to be used in exclusion to any other means of encryption. 

] I disagree, if for no other reason than that there are already other 
] standards in place.  Besides, even if they restrict encryption on the NREN, 
] who cares?  Most of the Internet is commercial anyway.  The NREN is only for 
] geovernment and university research (read the proposals--it's a ""data 
] superhighway"" for Cray users, not anything having to do with the Internet).

Oh, I see your point.  I think you're wrong.  But if you sit back and wait
to find out if I'm right, it'll be too late.  Just listen *very* carefully
for the first 'such and such will not be permitted on network XYZ' shoe to
drop.

G


",science
54912.txt,"

Just saw a new commercial(?) by the NRA. It starts out with a 
bunch of politicians talking about how to get rid of crime.
They finally realize that they need to put criminals away
longer but there isn't enough jail space so they decide on another gun
law.( During this whole seen there quoteing various statistics on how
easy criminals get off ) 
In the next seen the politician is announceing on tv how this gun law 
will get rid of crime and there is this grungy looking guy (criminal)
watching him on tv just laughing his ass off.
Classic.

Sean

",politics
54304.txt,"In-Reply-To: kniha@carson.u.washington.edu's message of 26 Apr 1993 16: 19:26 GMT
Nntp-Posting-Host: damon.ccs.northeastern.edu


I sent a 2400 baud modem to a cousin in Greece from the U.S. and it is
working fine for him. It also worked for me in U.S.

-Jim.

--
	***  James Tsillas  jtsilla@damon.ccs.northeastern.edu   ***
	***      Work: (508)898-2800, Home: (617)641-0513        ***
	***        ""He is after me. Jim is after him.""           ***
	***            - Hop on Pop, Dr. Seuss                   ***
",science
54703.txt,"
In article <C5D05G.6xw@undergrad.math.uwaterloo.ca> papresco@undergrad.math.uwaterloo.ca (Paul Prescod) writes:
>In article <1993Apr10.155819.18237@sco.com> allanh@sco.COM (Allan J. Heim) writes:
>>Look, if you can figure out a reliable means of keeping guns away from
>>bad people, while not interfering with good people, I think we'd all be
>>for it.  The problem is, the methods we're using now don't do the trick.
>
>Don't manufacture them.  Don't sell them.  Don't import them.
>
>Some guns will get through, but far fewer, and far less people will
>die because of them.  Hunting weapons could be allowed, of course, as
>long as they are big, and bulky, and require reloading after a few
>shots (how many times can you shoot at the same animal, anyways One
>assumes they are moving!)
>
>
First of all let's assume that you are right that fewer guns would make it 
in to the country, that sounds great (to those that see guns as inherently
evil) except then every one  of those guns would be in the hands  of someone
who obviously couldn't care less about following the law, after all they 
got the gun illegally, so is more likely to commit a crime with that gun.
Great then everyone with a gun is likely to use it in a crime, nice system.

Now  as to reducing the number of guns  coming into society by making it 
illegal to manufacture, sell, or import them in this coutry,  let me use
a parallel for empiric evidence.  The amount of cocaine in this country is
far less since its manufacture, sale, and importation was out lawwed.    If
that last statement is true then perhaps we should consider your plan.  This 
could also apply to drugs in general.

PLAIN OLD  JOE
>


",politics
15557.txt,"
In article <EACHUS.93Apr20140314@spectre.mitre.org> eachus@spectre.mitre.org
(Robert I. Eachus) writes:
>
>  But, if you are making custom equipment in any case, why not just
>roll your own Clipper implementation and report the wrong keys to the
>Escrow agency?  (Tells us who is going to be in the chip business if
>this thing goes through--NSA, and those with something to hide from
>NSA.)

This won't work if there is a checksum on the keys you don't know about.
Neither will registering a clipper chip and then substituting a
""counterfeit"" one if the serial number contains a checksum.

Chances are the government has thought of this, and ""just anyone"" won't be
permitted access to enough of the internals to make a ""fake"" clipper chip.
Chances are that the government has classified some details of the internals
at a very high level, and manufacturers are required to observe security
safeguards and clearances corresponding to that level.

While not perfect, it would prevent Joe Hacker from rolling his own spoofing
chip, since not many counterfeiters can survive a background investigation.
Some of the more notorious self-styled dissidents here, for example, have
already got their heads so high above the tall grass that they'd have little
chance of getting a clearance.

Of course it's not impossible that someone do this, but probably extremely
difficult. Chances are there will also be very heavy criminal penalties for
phony clipper chips, on some national security/classified info grounds or
other, thus making the game not worth the candle.

-- 
David Sternlight         Great care has been taken to ensure the accuracy of
                         our information, errors and omissions excepted.  


",crime
